Employee_ID,Age,Gender,Marital_Status,Education_Level,Job_Role,Department,Years_with_Company,Current_Salary,Job_Satisfaction_Score,Performance_Rating,Promotion_History,Training_History,Exit_Reason,Work_Life_Balance_Score,Previous_Experience_Years,Status,Date_of_Joining,Date_of_Leaving,Resignation Status
EMP_613,35,Female,Married,Doctorate,HR,Management,14,114271,2,1,1,Not Completed,None,4,1,Resigned,8/21/2000,11/1/2004,Y
EMP_614,54,Female,Married,Bachelor's,Engineer,Management,14,72095,2,1,0,Completed,Retirement,3,14,Resigned,9/22/2000,6/26/2002,Y
EMP_615,59,Male,Divorced,High School,Sales,HR,12,114692,4,4,1,Not Completed,Retirement,2,0,Active,5/7/2002,,N
EMP_616,32,Other,Single,Master's,Manager,Sales,2,39007,3,1,2,Completed,None,4,8,Active,9/5/2017,,N
EMP_617,32,Female,Married,Master's,Engineer,Engineering,14,80125,3,3,2,Completed,Involuntary,4,10,Resigned,5/13/2001,8/23/2009,Y
EMP_618,47,Other,Single,Bachelor's,Manager,IT,12,72922,5,4,0,Not Completed,Voluntary,4,7,Active,5/26/2002,,N
EMP_619,24,Other,Single,Master's,Engineer,Engineering,9,90210,5,2,1,Completed,Voluntary,1,1,Active,3/8/2006,,N
EMP_620,46,Male,Divorced,Bachelor's,HR,IT,8,89754,3,1,0,Not Completed,Voluntary,4,1,Active,6/26/2011,,N
EMP_621,38,Other,Single,Master's,Manager,HR,16,43377,3,2,0,Not Completed,Involuntary,5,2,Terminated,7/2/2004,5/4/2008,Y
EMP_622,43,Female,Married,High School,Engineer,HR,10,31800,3,4,2,Not Completed,None,3,3,Active,1/29/2015,,N
EMP_623,50,Female,Divorced,High School,HR,Management,7,47192,4,1,0,Completed,None,4,8,Active,7/20/2006,,N
EMP_624,47,Female,Married,Master's,IT Support,Engineering,15,84590,1,4,1,Not Completed,None,2,11,Active,2/6/2009,,N
EMP_625,55,Female,Single,Bachelor's,Sales,IT,9,67901,5,1,2,Completed,None,1,5,Active,1/30/2008,,N
EMP_626,47,Male,Single,Doctorate,Finance,Engineering,4,30969,2,1,1,Not Completed,Involuntary,5,2,Active,8/24/2012,,N
EMP_627,30,Other,Divorced,Master's,HR,IT,6,66847,3,1,0,Not Completed,Voluntary,3,13,Active,2/21/2017,,N
EMP_628,32,Male,Divorced,Doctorate,HR,Engineering,12,81031,3,4,2,Not Completed,Retirement,1,14,Resigned,4/1/2007,5/18/2009,Y
EMP_629,28,Other,Married,Bachelor's,Sales,Management,15,111137,1,4,1,Completed,None,5,7,Active,7/22/2013,,N
EMP_630,51,Male,Married,Doctorate,Manager,IT,19,66087,3,3,1,Completed,Involuntary,1,5,Active,3/6/2006,,N
EMP_631,23,Male,Single,Master's,Engineer,Engineering,2,67473,5,3,0,Completed,Retirement,3,7,Resigned,12/3/2003,11/17/2011,Y
EMP_632,51,Male,Divorced,High School,Manager,Finance,19,69379,3,4,1,Not Completed,Voluntary,3,9,Active,4/25/2001,,N
EMP_633,25,Female,Single,Bachelor's,HR,HR,2,60655,1,4,0,Not Completed,Involuntary,4,11,Active,2/18/2008,,N
EMP_634,35,Female,Single,High School,IT Support,HR,15,45259,4,1,0,Completed,Involuntary,2,1,Active,7/23/2004,,N
EMP_635,34,Male,Married,High School,Engineer,IT,12,95923,5,3,0,Not Completed,Involuntary,4,14,Resigned,11/24/2000,1/9/2002,Y
EMP_636,46,Other,Married,High School,Finance,HR,1,75814,4,3,0,Not Completed,None,1,7,Resigned,11/28/2008,3/21/2015,Y
EMP_637,34,Other,Married,Master's,Finance,HR,14,98025,2,4,2,Not Completed,Voluntary,4,10,Active,8/17/2016,,N
EMP_638,34,Female,Divorced,Bachelor's,Engineer,Finance,4,82996,1,3,1,Not Completed,None,3,4,Active,2/20/2001,,N
EMP_639,58,Male,Married,Doctorate,HR,Sales,11,98426,2,4,1,Completed,Voluntary,3,9,Resigned,11/7/2019,8/23/2022,Y
EMP_640,27,Female,Divorced,High School,IT Support,Engineering,7,75100,2,3,2,Completed,None,3,13,Active,4/20/2006,,N
EMP_641,47,Female,Single,Doctorate,Sales,IT,13,96258,2,2,0,Completed,Retirement,4,14,Resigned,8/2/2002,7/12/2012,Y
EMP_642,35,Female,Divorced,Bachelor's,IT Support,HR,14,38947,2,2,0,Completed,None,5,13,Active,8/14/2005,,N
EMP_643,29,Male,Married,Bachelor's,Manager,Engineering,7,65018,1,3,0,Not Completed,Voluntary,4,11,Active,6/8/2006,,N
EMP_644,45,Male,Divorced,Doctorate,IT Support,Engineering,11,95461,4,4,0,Completed,None,4,3,Active,9/6/2002,,N
EMP_645,43,Female,Divorced,Doctorate,IT Support,Finance,11,52510,3,2,2,Completed,None,4,2,Active,7/14/2004,,N
EMP_646,42,Male,Married,High School,Manager,Engineering,9,41207,2,1,1,Not Completed,Voluntary,4,11,Active,4/8/2007,,N
EMP_647,47,Other,Married,Doctorate,Sales,HR,4,45073,3,4,0,Completed,Voluntary,3,8,Active,12/22/2003,,N
EMP_648,31,Other,Single,Doctorate,Sales,IT,2,108183,3,2,0,Not Completed,Involuntary,2,9,Active,3/30/2008,,N
EMP_649,34,Female,Divorced,Master's,Finance,Engineering,2,38190,2,1,0,Not Completed,Voluntary,4,6,Active,8/15/2007,,N
EMP_650,35,Other,Single,High School,Sales,Finance,9,66855,5,2,1,Completed,Voluntary,4,6,Active,8/21/2014,,N
EMP_651,30,Female,Single,High School,Engineer,IT,19,67846,3,2,1,Completed,None,2,5,Active,10/22/2015,,N
EMP_652,28,Female,Divorced,Bachelor's,Finance,IT,15,38142,5,1,2,Completed,Voluntary,4,8,Resigned,12/17/2010,9/2/2019,Y
EMP_653,52,Female,Single,Doctorate,HR,IT,18,82470,4,1,1,Not Completed,None,2,2,Terminated,5/5/2004,2/17/2012,Y
EMP_654,37,Male,Divorced,Master's,Finance,HR,16,91805,3,3,1,Not Completed,None,3,13,Active,1/24/2001,,N
EMP_655,29,Male,Single,Bachelor's,IT Support,Finance,2,109949,1,2,0,Completed,None,5,0,Active,3/17/2010,,N
EMP_656,36,Male,Single,Master's,IT Support,Management,12,30768,4,1,1,Not Completed,Voluntary,4,6,Active,4/29/2002,,N
EMP_657,46,Male,Divorced,High School,Finance,Sales,1,57255,4,3,0,Completed,Retirement,5,8,Active,3/29/2002,,N
EMP_658,59,Female,Married,Doctorate,Manager,Engineering,2,71946,5,1,2,Not Completed,Involuntary,4,14,Active,12/14/2009,,N
EMP_659,36,Male,Divorced,Master's,Sales,Engineering,14,35557,2,3,0,Completed,Involuntary,1,5,Active,3/31/2011,,N
EMP_660,46,Other,Married,Bachelor's,IT Support,Engineering,7,73319,1,3,2,Not Completed,Involuntary,1,9,Resigned,9/28/2017,12/19/2022,Y
EMP_661,28,Other,Divorced,High School,IT Support,Management,17,48691,1,1,1,Not Completed,None,3,1,Active,4/8/2007,,N
EMP_662,47,Male,Divorced,Master's,Engineer,IT,15,84463,5,1,2,Completed,None,5,12,Active,10/29/2010,,N
EMP_663,29,Other,Married,Master's,Sales,IT,17,106309,5,2,0,Not Completed,Voluntary,5,7,Resigned,3/4/2017,11/10/2021,Y
EMP_664,39,Other,Married,Bachelor's,IT Support,Sales,9,40263,4,2,1,Completed,Involuntary,2,8,Active,3/30/2011,,N
EMP_665,42,Male,Divorced,Master's,Manager,Finance,13,82142,5,3,1,Not Completed,Involuntary,2,9,Active,5/4/2001,,N
EMP_666,37,Female,Divorced,High School,IT Support,Management,2,108922,2,1,0,Completed,None,4,14,Active,5/8/2006,,N
EMP_667,24,Female,Divorced,Master's,Sales,Management,15,117917,4,2,1,Completed,None,2,7,Terminated,1/7/2008,1/5/2014,Y
EMP_668,22,Female,Married,Doctorate,Engineer,HR,11,110794,4,3,0,Completed,Involuntary,2,8,Active,8/29/2008,,N
EMP_669,34,Male,Divorced,Doctorate,Sales,IT,19,55993,4,2,2,Not Completed,Involuntary,5,0,Active,11/4/2016,,N
EMP_670,53,Female,Married,Bachelor's,Manager,Management,14,42324,1,3,2,Completed,Retirement,1,2,Resigned,1/13/2008,4/3/2017,Y
EMP_671,33,Female,Single,Doctorate,Engineer,Management,4,92432,1,2,1,Not Completed,Involuntary,5,2,Active,2/20/2003,,N
EMP_672,52,Other,Married,Doctorate,Sales,Engineering,11,56162,4,1,0,Completed,Voluntary,2,13,Resigned,9/24/2007,5/1/2012,Y
EMP_673,23,Female,Single,Master's,Manager,IT,16,100203,2,4,0,Not Completed,None,4,8,Active,8/3/2017,,N
EMP_674,29,Male,Divorced,High School,Manager,HR,2,62383,3,4,2,Completed,Involuntary,1,2,Terminated,11/10/2006,6/30/2014,Y
EMP_675,46,Female,Divorced,High School,Finance,Finance,2,50786,4,3,0,Not Completed,None,2,14,Resigned,5/20/2019,5/31/2023,Y
EMP_676,26,Other,Married,Master's,IT Support,Sales,9,85357,5,4,1,Not Completed,Involuntary,2,13,Active,1/20/2018,,N
EMP_677,23,Other,Single,Doctorate,Engineer,Finance,4,105954,3,4,1,Not Completed,None,4,9,Active,12/26/2018,,N
EMP_678,59,Other,Divorced,Master's,Engineer,HR,8,61259,1,3,2,Completed,None,4,0,Terminated,3/22/2002,1/16/2007,Y
EMP_679,24,Other,Divorced,Doctorate,IT Support,Engineering,18,78879,1,4,0,Completed,Retirement,2,2,Active,2/25/2000,,N
EMP_680,59,Female,Single,Doctorate,Sales,Sales,15,61651,3,2,1,Not Completed,None,2,1,Active,12/8/2001,,N
EMP_681,43,Other,Divorced,Doctorate,Finance,Finance,2,109591,5,2,1,Not Completed,Involuntary,5,8,Resigned,11/9/2017,5/1/2027,Y
EMP_682,54,Other,Divorced,High School,Engineer,IT,11,91080,1,2,1,Not Completed,Voluntary,3,13,Active,10/6/2002,,N
EMP_683,53,Other,Married,Bachelor's,Manager,IT,17,104659,1,1,0,Completed,Voluntary,4,0,Active,4/11/2011,,N
EMP_684,38,Female,Divorced,High School,Engineer,Sales,7,69756,4,2,2,Completed,Voluntary,4,10,Active,7/15/2010,,N
EMP_685,39,Male,Single,Doctorate,Finance,Sales,8,43755,2,4,2,Not Completed,Voluntary,5,1,Active,1/29/2009,,N
EMP_686,24,Other,Divorced,Master's,IT Support,Sales,10,105270,5,4,1,Completed,None,1,0,Active,4/29/2013,,N
EMP_687,27,Other,Married,Master's,HR,Management,3,78704,4,2,2,Completed,Involuntary,1,8,Active,7/21/2009,,N
EMP_688,34,Other,Divorced,Doctorate,IT Support,HR,13,74666,2,1,1,Completed,Voluntary,1,6,Resigned,11/5/2011,5/1/2015,Y
EMP_689,52,Female,Single,Bachelor's,Manager,IT,17,119123,1,2,1,Completed,None,4,13,Active,10/15/2011,,N
EMP_690,38,Female,Divorced,High School,Engineer,IT,13,69661,2,1,0,Completed,None,3,12,Active,6/17/2014,,N
EMP_691,42,Other,Single,High School,IT Support,HR,19,107277,1,1,1,Not Completed,Involuntary,3,0,Resigned,11/1/2003,4/30/2011,Y
EMP_692,37,Male,Married,Doctorate,Manager,Engineering,9,49528,4,2,1,Not Completed,Voluntary,5,12,Active,3/11/2019,,N
EMP_693,38,Other,Divorced,Doctorate,Sales,IT,16,118802,1,1,0,Completed,Voluntary,1,12,Active,4/8/2003,,N
EMP_694,53,Male,Divorced,Bachelor's,Manager,Finance,5,53854,2,4,0,Not Completed,Involuntary,1,9,Resigned,9/3/2013,7/15/2015,Y
EMP_695,22,Male,Married,High School,Engineer,Engineering,9,111242,4,2,2,Completed,None,2,11,Active,2/6/2004,,N
EMP_696,59,Female,Single,Bachelor's,Sales,Finance,9,92236,2,4,0,Not Completed,Voluntary,5,5,Active,6/4/2003,,N
EMP_697,29,Female,Single,High School,Sales,Sales,6,72494,2,1,1,Completed,Retirement,5,4,Active,5/22/2002,,N
EMP_698,22,Female,Divorced,Bachelor's,Sales,IT,10,111412,3,3,0,Completed,None,4,9,Active,8/7/2006,,N
EMP_699,23,Male,Single,Bachelor's,HR,Finance,18,90480,1,2,0,Completed,None,4,13,Resigned,9/20/2009,2/8/2016,Y
EMP_700,58,Male,Single,Bachelor's,HR,Finance,11,75802,1,3,2,Not Completed,Involuntary,5,14,Active,4/27/2004,,N
EMP_701,45,Male,Divorced,Master's,Sales,Sales,15,49058,2,3,0,Not Completed,None,3,10,Active,4/19/2001,,N
EMP_702,48,Female,Single,Master's,IT Support,Engineering,7,100084,1,3,1,Not Completed,None,5,4,Resigned,9/30/2011,5/7/2013,Y
EMP_703,41,Female,Single,Master's,IT Support,Finance,14,59502,5,3,1,Completed,Retirement,3,3,Active,5/17/2019,,N
EMP_704,42,Female,Divorced,High School,IT Support,IT,8,92197,1,4,1,Completed,None,4,2,Active,1/18/2014,,N
EMP_705,58,Other,Divorced,Bachelor's,Engineer,Engineering,19,88204,4,2,0,Not Completed,Retirement,5,13,Active,10/6/2009,,N
EMP_706,56,Male,Single,Doctorate,Sales,Engineering,15,44263,1,4,0,Not Completed,None,3,12,Active,9/15/2016,,N
EMP_707,59,Male,Divorced,Doctorate,IT Support,HR,19,97088,5,1,1,Completed,None,2,7,Active,1/31/2011,,N
EMP_708,36,Other,Single,High School,Sales,IT,18,101550,2,2,0,Completed,Retirement,2,6,Active,12/19/2018,,N
EMP_709,51,Male,Single,High School,Manager,IT,17,43106,1,2,2,Completed,None,5,4,Active,10/17/2019,,N
EMP_710,25,Male,Single,Doctorate,IT Support,Sales,3,113312,4,4,2,Not Completed,None,1,11,Active,8/29/2012,,N
EMP_711,36,Other,Single,Bachelor's,Manager,Sales,3,45396,5,1,2,Completed,None,5,8,Active,9/27/2000,,N
EMP_712,44,Male,Divorced,Master's,Manager,Management,7,56455,3,3,2,Completed,None,4,11,Terminated,4/17/2018,8/13/2024,Y
EMP_713,36,Female,Divorced,High School,IT Support,IT,10,84490,2,1,1,Completed,Voluntary,4,6,Active,7/17/2015,,N
EMP_714,47,Other,Married,High School,Finance,Engineering,17,30648,2,4,0,Completed,None,2,9,Active,6/22/2016,,N
EMP_715,33,Male,Divorced,High School,Manager,Management,15,85546,2,4,2,Not Completed,None,3,1,Active,8/14/2018,,N
EMP_716,39,Female,Married,Doctorate,IT Support,IT,8,94396,5,4,1,Completed,None,2,14,Active,12/30/2016,,N
EMP_717,27,Male,Single,Master's,Manager,Sales,17,107145,1,3,2,Not Completed,None,3,6,Active,3/7/2019,,N
EMP_718,39,Other,Divorced,Bachelor's,Engineer,Sales,3,63588,1,2,0,Completed,Voluntary,5,6,Terminated,9/21/2009,11/29/2016,Y
EMP_719,45,Female,Single,Bachelor's,HR,IT,4,94202,1,1,2,Not Completed,Involuntary,1,3,Resigned,3/14/2016,7/6/2019,Y
EMP_720,59,Male,Married,Doctorate,HR,Management,8,111456,1,1,2,Not Completed,None,4,11,Active,7/21/2012,,N
EMP_721,49,Other,Divorced,High School,HR,Sales,13,51829,2,3,2,Not Completed,None,5,11,Active,10/23/2019,,N
EMP_722,36,Male,Divorced,Doctorate,Finance,Sales,1,79058,3,4,2,Not Completed,Voluntary,2,7,Active,3/15/2012,,N
EMP_723,40,Male,Divorced,Doctorate,Sales,HR,18,103231,2,1,0,Completed,Retirement,5,3,Active,8/19/2010,,N
EMP_724,26,Female,Divorced,Bachelor's,Manager,Finance,11,114715,3,2,1,Not Completed,None,1,6,Active,3/4/2007,,N
EMP_725,25,Male,Single,Master's,Engineer,IT,6,66984,3,1,2,Not Completed,None,3,3,Active,9/21/2002,,N
EMP_726,38,Other,Divorced,Bachelor's,Finance,HR,16,97670,1,4,1,Completed,None,1,12,Active,2/7/2002,,N
EMP_727,31,Other,Married,Doctorate,HR,Finance,19,32177,4,1,0,Not Completed,Voluntary,2,7,Active,1/25/2014,,N
EMP_728,33,Female,Divorced,Doctorate,Finance,IT,17,48683,5,4,0,Not Completed,None,1,13,Active,6/28/2001,,N
EMP_729,26,Female,Married,High School,Engineer,HR,18,85133,4,2,2,Completed,None,4,13,Terminated,11/22/2013,1/14/2019,Y
EMP_730,28,Male,Married,High School,IT Support,HR,11,113303,3,3,1,Not Completed,None,1,2,Terminated,7/20/2002,8/1/2006,Y
EMP_731,44,Other,Single,Doctorate,Finance,IT,14,93276,4,4,2,Completed,None,5,1,Active,3/31/2000,,N
EMP_732,23,Female,Divorced,Bachelor's,HR,Engineering,12,41693,3,4,0,Not Completed,Involuntary,3,9,Active,6/26/2019,,N
EMP_733,51,Male,Married,High School,Sales,Management,7,34142,2,1,2,Not Completed,None,4,5,Active,9/19/2016,,N
EMP_734,58,Male,Divorced,Master's,HR,IT,17,74622,2,3,2,Not Completed,None,4,6,Resigned,11/12/2011,7/10/2019,Y
EMP_735,26,Other,Single,Master's,HR,HR,5,118564,1,4,1,Completed,Retirement,4,6,Terminated,1/31/2018,11/23/2021,Y
EMP_736,41,Other,Single,Doctorate,HR,Engineering,14,95440,5,1,0,Not Completed,None,2,5,Resigned,9/9/2019,6/4/2025,Y
EMP_737,47,Male,Divorced,Master's,Finance,HR,13,91291,2,2,2,Completed,None,2,10,Active,8/21/2014,,N
EMP_738,27,Other,Married,Master's,Engineer,Management,12,32472,5,3,2,Not Completed,None,5,7,Active,4/30/2002,,N
EMP_739,50,Male,Single,High School,HR,Engineering,14,84646,1,1,2,Not Completed,Retirement,3,11,Active,2/16/2008,,N
EMP_740,31,Male,Married,High School,IT Support,IT,9,110836,5,3,1,Not Completed,Retirement,1,5,Active,4/21/2019,,N
EMP_741,37,Other,Married,Bachelor's,Finance,Finance,4,60549,2,4,0,Not Completed,Involuntary,5,14,Active,5/4/2013,,N
EMP_742,55,Female,Divorced,High School,Engineer,Management,19,108554,2,1,2,Completed,Voluntary,2,5,Active,6/4/2008,,N
EMP_743,52,Male,Single,Bachelor's,Sales,Sales,1,107934,4,2,2,Completed,Retirement,5,2,Resigned,5/19/2018,2/6/2028,Y
EMP_744,57,Other,Divorced,High School,HR,IT,13,55826,4,2,2,Completed,Retirement,3,11,Resigned,4/13/2007,9/2/2011,Y
EMP_745,26,Male,Divorced,Doctorate,Manager,IT,6,98646,4,1,0,Not Completed,Voluntary,5,1,Active,9/25/2001,,N
EMP_746,54,Male,Divorced,Bachelor's,Finance,IT,1,109142,5,1,1,Completed,None,4,14,Terminated,11/2/2008,7/23/2013,Y
EMP_747,40,Male,Married,Doctorate,IT Support,Engineering,17,38801,2,3,1,Completed,Retirement,1,6,Active,5/9/2003,,N
EMP_748,53,Other,Divorced,Bachelor's,Sales,Sales,3,118491,1,1,2,Not Completed,Retirement,2,5,Terminated,6/2/2003,6/3/2012,Y
EMP_749,44,Other,Single,Master's,Sales,Engineering,17,99310,3,3,2,Completed,Involuntary,2,0,Terminated,9/9/2002,1/30/2011,Y
EMP_750,24,Other,Married,Bachelor's,Sales,Finance,2,30258,2,4,1,Not Completed,Voluntary,3,1,Active,11/15/2006,,N
EMP_751,22,Female,Divorced,Bachelor's,Finance,Engineering,7,36868,4,1,1,Not Completed,None,3,1,Active,7/17/2010,,N
EMP_752,57,Male,Single,Bachelor's,Engineer,IT,1,36817,4,4,1,Completed,Involuntary,3,0,Active,1/10/2013,,N
EMP_753,49,Female,Divorced,Bachelor's,Manager,HR,15,68512,5,2,2,Completed,None,2,2,Resigned,12/7/2010,3/11/2015,Y
EMP_754,26,Male,Divorced,Bachelor's,IT Support,Sales,4,60856,4,3,2,Not Completed,None,4,4,Active,9/16/2002,,N
EMP_755,34,Other,Divorced,Master's,Engineer,Sales,6,42092,5,3,1,Not Completed,Retirement,1,3,Terminated,6/4/2004,3/17/2006,Y
EMP_756,32,Male,Married,Bachelor's,HR,Engineering,13,88259,1,2,1,Not Completed,Retirement,3,11,Active,12/31/2017,,N
EMP_757,43,Male,Divorced,Doctorate,Manager,HR,13,83094,4,4,0,Not Completed,Voluntary,2,1,Active,3/23/2019,,N
EMP_758,44,Male,Single,Bachelor's,Engineer,HR,1,112157,5,3,2,Completed,Voluntary,4,7,Terminated,2/28/2001,6/25/2007,Y
EMP_759,33,Female,Divorced,Bachelor's,HR,Engineering,2,66123,4,2,0,Not Completed,Retirement,3,8,Active,12/1/2003,,N
EMP_760,42,Other,Divorced,Doctorate,Manager,Management,6,88031,5,2,1,Completed,None,3,7,Active,6/23/2004,,N
EMP_761,40,Other,Married,High School,Finance,Finance,11,103440,2,2,2,Not Completed,Involuntary,1,6,Active,7/2/2011,,N
EMP_762,26,Male,Divorced,High School,IT Support,Engineering,18,118521,5,1,2,Completed,Voluntary,1,9,Active,7/5/2017,,N
EMP_763,45,Other,Single,Master's,IT Support,IT,13,84858,3,4,0,Not Completed,Voluntary,5,1,Active,8/2/2018,,N
EMP_764,51,Female,Single,Bachelor's,HR,HR,12,31158,1,2,0,Not Completed,None,3,14,Active,4/15/2014,,N
EMP_765,29,Female,Divorced,Bachelor's,Engineer,Finance,7,89473,2,4,0,Completed,Involuntary,5,14,Active,6/26/2000,,N
EMP_766,23,Other,Single,High School,Manager,Engineering,7,94720,1,3,0,Not Completed,Voluntary,2,5,Resigned,9/28/2014,5/25/2022,Y
EMP_767,55,Female,Single,Bachelor's,HR,Finance,7,48134,2,1,2,Completed,None,1,10,Active,5/18/2014,,N
EMP_768,44,Female,Divorced,Master's,HR,Management,2,46786,4,2,1,Not Completed,Voluntary,4,3,Resigned,7/24/2014,12/14/2023,Y
EMP_769,24,Other,Single,Doctorate,Finance,HR,11,82990,5,2,1,Not Completed,Retirement,3,4,Active,5/4/2010,,N
EMP_770,45,Other,Single,Bachelor's,HR,Management,1,105963,4,2,1,Not Completed,Involuntary,3,8,Active,12/20/2001,,N
EMP_771,39,Male,Divorced,Doctorate,Manager,Management,13,81692,1,3,0,Completed,None,5,12,Active,7/25/2008,,N
EMP_772,58,Male,Married,Master's,Sales,HR,12,85030,1,1,1,Not Completed,Voluntary,1,8,Active,4/6/2019,,N
EMP_773,52,Female,Married,High School,Manager,IT,13,40494,2,4,0,Completed,Involuntary,5,3,Active,5/1/2012,,N
EMP_774,35,Other,Divorced,Master's,Manager,Management,7,103026,1,4,0,Not Completed,None,3,7,Active,3/20/2008,,N
EMP_775,22,Female,Married,Master's,Finance,Engineering,12,56273,5,4,1,Completed,Involuntary,1,10,Terminated,7/15/2017,6/17/2026,Y
EMP_776,35,Other,Married,Master's,Finance,Engineering,17,44760,1,4,1,Completed,None,3,4,Active,8/21/2007,,N
EMP_777,26,Female,Married,Master's,IT Support,Finance,8,68302,4,4,1,Not Completed,Involuntary,1,8,Active,10/15/2001,,N
EMP_778,52,Female,Married,Doctorate,IT Support,Engineering,3,100822,5,4,2,Not Completed,Voluntary,3,1,Active,3/7/2007,,N
EMP_779,52,Female,Divorced,Master's,HR,Engineering,7,97149,1,4,0,Not Completed,None,4,14,Resigned,2/21/2017,2/28/2025,Y
EMP_780,51,Male,Married,Master's,IT Support,Finance,19,75540,3,1,2,Not Completed,None,5,3,Active,9/26/2009,,N
EMP_781,57,Other,Married,Master's,Finance,Sales,8,118499,3,1,1,Completed,Involuntary,1,2,Resigned,6/24/2019,6/6/2026,Y
EMP_782,22,Female,Divorced,Master's,HR,HR,14,62430,4,3,2,Completed,None,5,6,Active,4/15/2009,,N
EMP_783,24,Male,Divorced,Doctorate,Sales,Engineering,14,68419,2,2,2,Not Completed,None,1,13,Active,1/21/2012,,N
EMP_784,41,Female,Married,Master's,Engineer,Finance,2,33552,2,1,1,Completed,Involuntary,1,1,Active,5/4/2001,,N
EMP_785,42,Female,Single,High School,Finance,Management,6,89571,1,2,1,Not Completed,None,1,2,Resigned,9/6/2003,8/31/2008,Y
EMP_786,51,Other,Divorced,Master's,Finance,Management,16,53622,5,3,0,Not Completed,Voluntary,3,8,Active,11/22/2018,,N
EMP_787,51,Female,Divorced,Master's,Sales,IT,9,78829,2,1,0,Not Completed,Involuntary,2,7,Active,8/5/2018,,N
EMP_788,26,Other,Married,Bachelor's,Finance,Engineering,15,34996,3,3,2,Not Completed,Involuntary,3,1,Active,8/30/2001,,N
EMP_789,31,Male,Single,Bachelor's,IT Support,HR,19,64232,2,1,1,Not Completed,None,2,5,Active,11/2/2018,,N
EMP_790,45,Male,Divorced,Bachelor's,IT Support,Finance,15,92083,3,1,0,Completed,Involuntary,3,13,Active,10/31/2009,,N
EMP_791,27,Female,Divorced,Master's,IT Support,IT,12,84034,2,4,0,Not Completed,None,2,2,Active,6/16/2015,,N
EMP_792,31,Male,Divorced,High School,Sales,IT,9,69379,4,2,2,Completed,Voluntary,1,11,Active,4/12/2011,,N
EMP_793,31,Other,Single,High School,HR,Finance,16,61002,5,3,2,Not Completed,Voluntary,1,12,Terminated,7/17/2014,7/30/2018,Y
EMP_794,46,Other,Divorced,Bachelor's,Finance,Finance,6,65868,1,4,2,Not Completed,None,2,5,Active,1/22/2002,,N
EMP_795,35,Male,Divorced,Bachelor's,Finance,Finance,15,99649,3,1,1,Not Completed,None,2,13,Active,5/6/2008,,N
EMP_796,34,Other,Single,Master's,IT Support,Finance,13,56532,2,1,0,Not Completed,Involuntary,5,14,Active,3/2/2012,,N
EMP_797,32,Other,Divorced,High School,HR,HR,10,66861,1,3,0,Completed,Involuntary,1,4,Resigned,4/13/2011,9/19/2016,Y
EMP_798,32,Female,Single,High School,Finance,Finance,14,103660,3,2,0,Completed,None,3,9,Active,6/23/2009,,N
EMP_799,37,Female,Single,Bachelor's,Manager,HR,3,51235,3,3,2,Not Completed,Voluntary,5,3,Active,10/11/2002,,N
EMP_800,54,Other,Single,High School,Sales,HR,12,33579,4,1,1,Not Completed,None,2,11,Active,11/7/2012,,N
EMP_801,53,Male,Married,Bachelor's,Engineer,HR,1,87944,2,4,2,Not Completed,None,3,6,Active,11/3/2004,,N
EMP_802,31,Other,Divorced,Bachelor's,Manager,Management,16,55619,1,3,2,Not Completed,None,4,10,Active,5/28/2013,,N
EMP_803,36,Female,Divorced,Doctorate,Engineer,Sales,10,51829,2,4,1,Completed,None,4,9,Active,4/24/2019,,N
EMP_804,37,Male,Divorced,Doctorate,Manager,IT,9,105107,2,2,1,Completed,None,4,6,Active,8/16/2002,,N
EMP_805,48,Other,Single,Master's,Manager,Engineering,18,50912,5,2,2,Not Completed,Involuntary,3,3,Resigned,5/10/2004,8/22/2010,Y
EMP_806,53,Male,Married,Bachelor's,Manager,Management,1,70334,3,4,1,Completed,Involuntary,2,2,Resigned,12/5/2008,6/17/2018,Y
EMP_807,27,Male,Single,Master's,Sales,Sales,10,72001,3,2,2,Completed,Involuntary,3,3,Active,2/3/2014,,N
EMP_808,57,Male,Divorced,Doctorate,Engineer,IT,7,64341,5,4,0,Not Completed,Voluntary,5,1,Active,2/1/2007,,N
EMP_809,29,Other,Single,High School,HR,Management,10,42663,5,4,1,Completed,None,5,3,Terminated,12/13/2006,5/28/2013,Y
EMP_810,46,Female,Married,Doctorate,HR,IT,12,52104,2,4,0,Not Completed,Voluntary,4,14,Resigned,2/26/2018,11/9/2020,Y
EMP_811,28,Male,Divorced,Doctorate,IT Support,HR,11,72323,3,2,1,Completed,None,2,3,Active,3/1/2002,,N
EMP_812,38,Male,Single,Doctorate,Finance,HR,9,78277,1,4,2,Completed,None,5,11,Active,9/7/2011,,N
EMP_813,51,Other,Married,High School,Sales,Finance,5,47640,4,2,2,Not Completed,None,1,4,Terminated,12/3/2016,4/27/2024,Y
EMP_814,23,Female,Single,Doctorate,IT Support,HR,4,47511,5,4,2,Completed,Retirement,1,0,Active,12/30/2010,,N
EMP_815,38,Female,Single,Bachelor's,IT Support,Management,13,88367,1,4,2,Completed,None,4,1,Resigned,1/12/2012,4/25/2018,Y
EMP_816,25,Other,Divorced,Bachelor's,Sales,IT,8,74654,1,2,2,Completed,Involuntary,4,7,Active,6/25/2008,,N
EMP_817,47,Male,Married,Doctorate,Sales,Engineering,16,85233,2,4,2,Completed,None,4,7,Active,10/9/2001,,N
